names	scores	logfoldchanges	pvals	pvals_adj
Padi3	1.0200449	25.793709	0.30770717017330373	1.0
Fbxo42	1.0200449	1.078342	0.30770717017330373	1.0
Ppp6c	1.019672	0.25750476	0.3078840123901845	1.0
Rlim	1.019672	0.14054617	0.3078840123901845	1.0
Utp6	1.0185536	0.72390133	0.30841494248886814	1.0
Tlk2	1.0183051	0.629197	0.3085330091409102	1.0
Atg2a	1.0181807	0.5205825	0.3085920536742742	1.0
Phka2	1.0180565	2.9387627	0.3086511056792447	1.0
Utp14b	1.0180565	3.0004406	0.3086511056792447	1.0
2700097O09Rik	1.017808	2.2745812	0.308769232104139	1.0
Shtn1	1.017808	2.7833283	0.308769232104139	1.0
Ktn1	1.0174351	0.18741238	0.308946477779357	1.0
Snhg17	1.0171865	0.9876201	0.30906467892179823	1.0
Ppp2r5d	1.0165652	1.7275667	0.3093603125361243	1.0
Rdx	1.0144526	0.14461625	0.31036686411506187	1.0
Mcmbp	1.0140797	0.2120802	0.3105447150356683	1.0
Cxcl12	1.0140797	0.28556925	0.3105447150356683	1.0
Opa1	1.0135826	0.59632796	0.31078195421281796	1.0
Dcaf7	1.0122156	0.45906913	0.31143497845153667	1.0
Defb1	1.0119671	0.50499845	0.3115538072787656	1.0
Ankrd12	1.0115942	0.27446756	0.311732106567133	1.0
Gdi1	1.0110971	0.2447458	0.3119699435745762	1.0
Twist2	1.0107243	0.31535947	0.31214839979810727	1.0
Bckdhb	1.0103515	1.3596517	0.31232692328048617	1.0
Rab40c	1.0099787	1.6744435	0.3125055140222389	1.0
Cstf1	1.0091088	0.8124537	0.31292248732004135	1.0
Zfp260	1.0087359	0.4334387	0.31310130226326605	1.0
Nat10	1.0084873	2.5314138	0.3132205495928545	1.0
Nde1	1.0072446	1.2808361	0.3138172346547218	1.0
Pccb	1.0071204	0.8131763	0.31387694426586654	1.0
Ubr7	1.0058776	0.79881257	0.31447445143201147	1.0
Kif4	1.0052562	2.4078314	0.31477348528201143	1.0
Fbxo4	1.0046349	0.79266495	0.31507270597839643	1.0
Hnrnph3	1.0045106	0.44694108	0.3151325725393429	1.0
Ptprk	1.0045106	2.2919784	0.3151325725393429	1.0
Brpf1	1.0043863	1.2068609	0.31519244657419965	1.0
Armc8	1.0041378	0.47592455	0.31531221706567625	1.0
Csf1r	1.0038892	0.85787463	0.3154320174528895	1.0
Cep295	1.0035164	2.2048242	0.3156117740883446	1.0
Snai1	1.0031435	1.1160122	0.3157915979895253	1.0
Ints6	1.0030193	0.9270811	0.31585155423788724	1.0
Krt6a	1.0020251	1.6503065	0.31633147328899613	1.0
Copg2	1.0016522	1.6520635	0.3165115662545609	1.0
Pus10	1.0014037	1.734479	0.3166316656018062	1.0
Pdcd7	1.0010309	2.1564984	0.3168118706780344	1.0
Tbl1xr1	1.000658	0.45166945	0.31699214302074785	1.0
Krr1	1.0002853	0.54683906	0.31717248262998854	1.0
Phf20l1	0.99991244	0.455119	0.3173528895057802	1.0
Tmem245	0.9996639	0.80025774	0.31747319812661734	1.0
Gtf2h3	0.9995396	4.5263276	0.3175333636481279	1.0
Tceanc2	0.99929106	4.152167	0.31765371711332924	1.0
Haus8	0.99929106	2.0839288	0.31765371711332924	1.0
Apool	0.9986697	1.0363048	0.31795473157232246	1.0
Mvd	0.99829686	0.6909593	0.31813542993631894	1.0
Nup37	0.9981726	2.6101913	0.3181956776724024	1.0
Bvht	0.9976755	2.4963906	0.31843674335707006	1.0
Slc39a13	0.9975512	0.56243265	0.3184970284633011	1.0
Prickle3	0.9974269	2.440592	0.3185573210435493	1.0
Ptpre	0.9974269	1.1500201	0.3185573210435493	1.0
Rab25	0.9969298	0.36879238	0.31879856610461654	1.0
Mylpf	0.99680555	3.7747543	0.3188588960548757	1.0
Atg7	0.9966813	0.5757495	0.31891923347912055	1.0
Glt8d1	0.9966813	0.54176486	0.31891923347912055	1.0
Dnase1l2	0.996557	3.8267887	0.3189795783773449	1.0
Prkar1a	0.996557	0.1853169	0.3189795783773449	1.0
Hoxb6	0.9955628	3.48911	0.31946260662560133	1.0
Parp8	0.9944444	1.6155853	0.3200065851590409	1.0
Rab29	0.993823	3.2968726	0.32030905703991897	1.0
Cox18	0.99357444	3.198677	0.32043009810878187	1.0
Lypd3	0.99357444	0.15952408	0.32043009810878187	1.0
Stk4	0.9932016	0.8183295	0.3206117157651911	1.0
Lhx2	0.9932016	25.533485	0.3206117157651911	1.0
Ptch1	0.9932016	25.359663	0.3206117157651911	1.0
Tango2	0.9932016	25.317678	0.3206117157651911	1.0
Sh2b1	0.9932016	25.217749	0.3206117157651911	1.0
Myl6b	0.9932016	25.253172	0.3206117157651911	1.0
Bub1b	0.9932016	25.284805	0.3206117157651911	1.0
Slc27a4	0.9932016	25.091772	0.3206117157651911	1.0
Ercc6l	0.9932016	25.33311	0.3206117157651911	1.0
Slc25a10	0.9932016	25.43774	0.3206117157651911	1.0
Hexa	0.99307734	0.25273573	0.3206722699314425	1.0
Pdcl	0.99295306	1.7074416	0.32073283157139665	1.0
Prr5l	0.99295306	2.353773	0.32073283157139665	1.0
Dcxr	0.9927045	1.534207	0.32085397727236187	1.0
Mbtps1	0.9927045	0.3974309	0.32085397727236187	1.0
Dpf2	0.99245596	0.3611198	0.32097515286797973	1.0
Tns3	0.9922074	2.2187984	0.32109635835813966	1.0
Col16a1	0.99208313	0.31174368	0.32115697231363705	1.0
Ppp1r14a	0.99195886	1.0086274	0.32121759374272696	1.0
Gm26809	0.991586	0.44024777	0.3213995028714003	1.0
Tmtc3	0.99146175	0.55913025	0.3214601541947083	1.0
Pxylp1	0.99146175	2.1783218	0.3214601541947083	1.0
Mcam	0.9913375	2.6965818	0.3215208129915318	1.0
Slf1	0.9912132	2.202815	0.3215814792618549	1.0
Tnfrsf23	0.9908404	2.7512746	0.3217635229136574	1.0
Papola	0.9908404	0.1347252	0.3217635229136574	1.0
Zfp35	0.9908404	2.7072234	0.3217635229136574	1.0
Haus6	0.9905918	2.618268	0.32188492271538527	1.0
Slc19a1	0.9903433	1.798367	0.3220063524107065	1.0
Rbm10	0.990219	1.4823424	0.3220670784684204	1.0
Spen	0.98997045	0.36899066	0.3221885530038635	1.0
Dnpep	0.98984617	0.18211214	0.3222493014815557	1.0
Entpd1	0.98922485	0.63661444	0.32255315596896494	1.0
Rnase10	0.98922485	1.0638269	0.32255315596896494	1.0
Cdadc1	0.98823065	0.57062477	0.323039711753663	1.0
Ap1ar	0.98810637	1.3874344	0.32310056485557825	1.0
Abcg2	0.9873607	0.902267	0.3234658403992916	1.0
Kdm2a	0.98673934	0.39527977	0.3237704421896527	1.0
Sec22b	0.98624223	0.15131159	0.32401425813143836	1.0
Mfap3	0.98562086	0.9255846	0.3243191961928893	1.0
Uhrf1bp1l	0.985248	0.15726057	0.3245022487000827	1.0
1110059G10Rik	0.98512375	0.41754955	0.3245632811473722	1.0
Thap12	0.98462665	0.3884726	0.3248074856602482	1.0
Mga	0.9842538	0.55349785	0.32499071750401287	1.0
Pnkp	0.9827626	1.7085571	0.3257243173688409	1.0
Abcf2	0.982514	0.3206939	0.32584668862005306	1.0
Mrs2	0.9820169	1.1119323	0.32609152078337567	1.0
Pex7	0.9820169	0.7318872	0.32609152078337567	1.0
Oxr1	0.98189265	0.16979094	0.3261527475033664	1.0
Ppp3ca	0.9810227	0.26629636	0.3265815437460904	1.0
Apold1	0.9810227	1.4133251	0.3265815437460904	1.0
Tvp23b	0.98077416	0.49418342	0.3267041242010058	1.0
4930453N24Rik	0.9805256	0.7486286	0.3268267345410487	1.0
Ppp3r1	0.9795314	0.20541479	0.3273174747466301	1.0
Nkiras2	0.9795314	2.2618666	0.3273174747466301	1.0
Tfg	0.9795314	0.1613111	0.3273174747466301	1.0
Hltf	0.97928286	1.2443426	0.32744023450787973	1.0
Rcc1	0.97891	1.2234373	0.32762443018089815	1.0
Klc1	0.97891	0.20634663	0.32762443018089815	1.0
Rnpepl1	0.97878575	2.2555804	0.32768584368005294	1.0
Fip1l1	0.97878575	0.24711254	0.32768584368005294	1.0
Ankhd1	0.97878575	0.5851039	0.32768584368005294	1.0
Scaf1	0.9786615	0.81642294	0.32774726464988246	1.0
Trim8	0.9785372	0.8264607	0.327808693090347	1.0
1190007I07Rik	0.97828865	1.894625	0.32793157238302006	1.0
Prmt3	0.9780401	1.6029774	0.3280544815577482	1.0
Fam46b	0.97779155	0.6765793	0.3281774206142031	1.0
Efemp2	0.9776673	0.2974469	0.3282389013479746	1.0
Fam13b	0.97729445	1.8394368	0.32842338837096274	1.0
Ddx19a	0.97654885	0.52391607	0.32879256411063773	1.0
Pola2	0.97456044	2.8003583	0.329778347429167	1.0
Chst11	0.97456044	2.8453577	0.329778347429167	1.0
Nans	0.97443616	0.6744298	0.3298400223766388	1.0
Trip12	0.9738148	0.17081413	0.330148509150082	1.0
Plvap	0.9736905	0.8432343	0.330210228911647	1.0
Col7a1	0.97356623	2.8585467	0.33027195614205584	1.0
1110004E09Rik	0.97306913	0.93448585	0.3305189397511361	1.0
3300005D01Rik	0.97306913	1.728021	0.3305189397511361	1.0
Ruvbl1	0.9728206	0.6021789	0.33064247636743926	1.0
Gatd1	0.9720749	1.740298	0.3310132654585012	1.0
Gm7429	0.9720749	2.557816	0.3310132654585012	1.0
Mre11a	0.9715778	2.5040421	0.33126060755017717	1.0
Vps72	0.9713293	0.42364943	0.331384323404038	1.0
1300002E11Rik	0.9713293	2.5724277	0.331384323404038	1.0
Tmem189	0.9709565	0.5511015	0.33156995319364935	1.0
Iars	0.9708322	0.29360262	0.33163184472565466	1.0
Zfp52	0.9708322	0.97393984	0.33163184472565466	1.0
Psmg1	0.97070795	0.7808536	0.3316937437253029	1.0
Edc3	0.9703351	3.6623151	0.33187948552955293	1.0
Pja2	0.9703351	0.47978264	0.33187948552955293	1.0
Tmem5	0.97021085	0.287726	0.33194141439921976	1.0
2310061I04Rik	0.969838	1.3712122	0.3321272458121858	1.0
Smc5	0.969838	0.43771014	0.3321272458121858	1.0
Mterf3	0.96921664	0.22779453	0.33243711417694466	1.0
Zswim8	0.9688438	0.7255398	0.3326231247991618	1.0
Asb8	0.96859527	3.4154162	0.3327471692144037	1.0
Fbxo9	0.96859527	1.0965289	0.3327471692144037	1.0
Tmem2	0.9678496	0.49754694	0.3331194816569888	1.0
Kcmf1	0.96760106	0.09188949	0.33324364553520536	1.0
C1qtnf3	0.9673525	0.41115627	0.3333678392779572	1.0
Selenof	0.9669797	0.11177179	0.3335541858870139	1.0
Dusp5	0.9668554	0.6562929	0.3336163163550995	1.0
Med20	0.96660686	1.5961956	0.33374059968849656	1.0
Etaa1	0.9663583	25.198479	0.3338649128844424	1.0
Cdc6	0.9663583	25.213829	0.3338649128844424	1.0
Psmc3ip	0.9663583	25.17578	0.3338649128844424	1.0
Adgre5	0.9663583	25.306402	0.3338649128844424	1.0
Blm	0.9663583	25.39586	0.3338649128844424	1.0
Ralgapb	0.9658612	1.2374452	0.3341136288619516	1.0
Atp6v0a2	0.9657369	0.70780706	0.3341758265196264	1.0
Eif4g1	0.96561265	0.16790783	0.33423803164249144	1.0
Clk1	0.9654884	0.13182335	0.33430024423048166	1.0
Ap3m1	0.96486706	0.83510286	0.3346114191450281	1.0
Mcts2	0.9647428	1.4371753	0.3346736765223959	1.0
Dsc1	0.9646185	0.5174427	0.33473594136442864	1.0
Tmem184c	0.96436995	1.6887256	0.3348604934422218	1.0
Mir5136	0.96387285	1.7929307	0.3351096871708352	1.0
Carhsp1	0.9637486	0.14054546	0.3351720042636407	1.0
Papolg	0.9636243	2.5428421	0.3352343288205707	1.0
Tmem252	0.96337575	1.4349	0.3353590003265289	1.0
AI661453	0.9632515	1.9511619	0.3354213472754193	1.0
Pcbd2	0.9631272	0.74695295	0.3354837016881581	1.0
D030056L22Rik	0.9626301	1.5180931	0.33573319397620227	1.0
Nomo1	0.96188444	0.95221615	0.3361076563117815	1.0
Dclk1	0.96176016	0.5590851	0.33617009282220733	1.0
Ctcf	0.9615116	0.63509494	0.33629498823197923	1.0
Eln	0.9615116	0.5961009	0.33629498823197923	1.0
Nsmaf	0.9611388	1.104716	0.3364823873178471	1.0
Map3k11	0.96089023	1.5770371	0.3366073573550451	1.0
Nipbl	0.9601446	0.14768031	0.33698244656390475	1.0
Fars2	0.95977175	0.44576797	0.3371700919068441	1.0
Selp	0.9591504	0.9094532	0.3374829833802422	1.0
Pum2	0.9590261	0.13674892	0.33754558405950674	1.0
Ilf3	0.9579077	0.53572685	0.3381093259241752	1.0
Trappc6b	0.9572863	0.24450456	0.3384227769750682	1.0
Ccnt2	0.9569135	0.9220422	0.33861093712910384	1.0
Ifngr2	0.95654064	0.18035023	0.3387991644230849	1.0
Gm13835	0.9561678	0.5440511	0.33898745885479586	1.0
Tgfbr1	0.9556707	0.25443998	0.3392386225296803	1.0
Mef2c	0.95554644	0.64105594	0.33930143209652397	1.0
Cd99l2	0.9551736	0.62561274	0.33948990555120284	1.0
Nr4a2	0.9546765	0.67556036	0.33974130791395074	1.0
Fnta	0.95455223	0.47416866	0.33980417715106404	1.0
Vamp4	0.95442796	0.13677835	0.3398670538465759	1.0
Golga5	0.95393085	0.6580277	0.3401186352108786	1.0
Slc26a2	0.9536823	0.71969855	0.3402444706411646	1.0
Ipo7	0.9536823	0.20452867	0.3402444706411646	1.0
Arfip1	0.9533095	0.93798614	0.34043327971978943	1.0
Kdm5b	0.95231533	0.2782285	0.3409370987206355	1.0
Mettl5	0.95219105	1.8538058	0.341000109652319	1.0
Ifrd2	0.95169395	0.88082635	0.3412522279453052	1.0
Tbp	0.9515697	1.1645949	0.3413152761596583	1.0
Tfap2c	0.9514454	1.5224129	0.34137833183027033	1.0
Igtp	0.95119685	0.7551154	0.3415044655399031	1.0
Eri1	0.9504512	0.26782063	0.34188304560938665	1.0
Zswim4	0.9499541	0.30500534	0.34213558143204126	1.0
Ripk1	0.94970554	0.6554453	0.34226189407400154	1.0
Dhrs7b	0.94908416	1.1654583	0.34257780613712163	1.0
Snx15	0.94858706	2.2205977	0.34283066996685363	1.0
Ikzf5	0.94821423	1.2910812	0.3430203961062901	1.0
Nmt2	0.94821423	0.30857062	0.3430203961062901	1.0
Gtf3c1	0.94808996	1.2927891	0.34308365306027233	1.0
Dusp19	0.9478414	2.0023017	0.34321018932890013	1.0
Tnpo2	0.9478414	0.9290458	0.34321018932890013	1.0
Snapc5	0.94722	0.48926777	0.3435266604330399	1.0
Rhbdf1	0.9467229	0.49034697	0.3437799714689658	1.0
Tmprss13	0.94659865	1.020384	0.34384331785941535	1.0
Plxnd1	0.94659865	4.7818613	0.34384331785941535	1.0
Itga3	0.9462259	1.7410828	0.3440334017446631	1.0
Irak1bp1	0.94585305	2.0442777	0.3442235526986134	1.0
Polr3b	0.94585305	4.1473575	0.3442235526986134	1.0
Fam45a	0.9457288	0.5719655	0.34428695125360687	1.0
Kat8	0.9457288	2.7225604	0.34428695125360687	1.0
Gtf3c2	0.94485885	0.74321526	0.3447309497794123	1.0
Zfp292	0.9447346	1.2418879	0.3447944079448264	1.0
Snapc3	0.9446103	0.9957544	0.344857873561072	1.0
Itgb1bp1	0.9441132	0.3391538	0.3451118105322576	1.0
Gmcl1	0.94324327	2.4461854	0.3455564870643242	1.0
Becn1	0.9429947	2.358767	0.3456836045496249	1.0
Acsl5	0.94224906	0.2331794	0.34606513578602804	1.0
Atp13a2	0.94187623	1.3427929	0.3462560019628398	1.0
Eif2d	0.94187623	1.0378001	0.3462560019628398	1.0
Fblim1	0.94137913	1.3429374	0.3465105944748924	1.0
Tamm41	0.940882	1.8416257	0.34676530615332346	1.0
Zbtb17	0.94075775	1.1597114	0.34682900269183636	1.0
Paxip1	0.940385	3.1178825	0.3470201369909407	1.0
Rassf8	0.9397636	0.537082	0.3473388430945098	1.0
5530601H04Rik	0.93951505	25.360971	0.3474663776617066	1.0
Cda	0.93951505	25.501917	0.3474663776617066	1.0
Adam12	0.93951505	25.384527	0.3474663776617066	1.0
Krt73	0.93951505	26.362818	0.3474663776617066	1.0
Bub1	0.93951505	25.141638	0.3474663776617066	1.0
Zfp24	0.93951505	0.60217613	0.3474663776617066	1.0
Fuom	0.93951505	25.366297	0.3474663776617066	1.0
Gid4	0.9387694	0.51800233	0.3478491600682222	1.0
Lsm14a	0.93802375	0.23393656	0.3482322105125505	1.0
Zfp263	0.9378995	2.845526	0.3482960783107226	1.0
Ints4	0.9377752	2.074424	0.3483599535535652	1.0
Pawr	0.93690526	2.3712308	0.34880728869422395	1.0
Asns	0.9366567	0.31372687	0.348935165729632	1.0
Laptm4b	0.93653244	0.5384472	0.3489991154126032	1.0
Esco1	0.9361596	0.5626034	0.3491910091211302	1.0
Stat6	0.9357868	0.4949278	0.34938296981651706	1.0
Ikbip	0.9351654	0.3122771	0.34970305315952543	1.0
Ttc13	0.93441975	0.99072355	0.3500873987557428	1.0
Ptpa	0.9342955	0.5133203	0.35015148240022076	1.0
Epha1	0.934047	1.8150264	0.35027967201242616	1.0
Plcb3	0.9339227	0.86613524	0.35034377797990157	1.0
Ctdsp2	0.93367416	0.18535402	0.3504720122369661	1.0
Mettl23	0.9335499	0.23143014	0.35053614052630166	1.0
Ctu2	0.9335499	1.1432256	0.35053614052630166	1.0
Mcub	0.9334256	0.34057924	0.3506002762560032	1.0
Tmem167b	0.9333013	0.98112005	0.3506644194259433	1.0
Mettl17	0.9330528	1.7166753	0.350792728086029	1.0
Ssc5d	0.9329285	0.76517284	0.35085689357591854	1.0
Itgbl1	0.93218285	0.3412927	0.35124204274500637	1.0
Peg3	0.9320586	1.0019742	0.35130626031027345	1.0
Dock8	0.9319343	1.3233577	0.3513704853143619	1.0
Phldb3	0.93156147	1.4696652	0.35156320495825066	1.0
Saal1	0.93156147	1.2559074	0.35156320495825066	1.0
Ptpmt1	0.93106437	0.3916815	0.3518202686190004	1.0
Fbxo7	0.9309401	1.0600823	0.3518845531289473	1.0
Il10rb	0.93056726	0.59340906	0.3520774512840956	1.0
Mzt2	0.93019444	0.61018914	0.3522704163744146	1.0
Dhrs3	0.92957306	0.7926889	0.35259217359330364	1.0
Vps53	0.92957306	0.88386077	0.35259217359330364	1.0
Psme4	0.9294488	0.19123445	0.35265654734612584	1.0
N4bp3	0.9293245	1.4290392	0.35272092853498116	1.0
Pigc	0.92857885	1.1040834	0.35310737181720697	1.0
Pelp1	0.9283303	1.3692639	0.3532362457267111	1.0
Tmem214	0.92783326	0.40472856	0.35349408276227856	1.0
Coq4	0.92783326	2.4715836	0.35349408276227856	1.0
Rbmx2	0.92783326	2.5289688	0.35349408276227856	1.0
Stox2	0.92733616	1.850753	0.3537520387458887	1.0
Pigyl	0.92733616	1.0028065	0.3537520387458887	1.0
Nfe2l3	0.9265905	3.6536908	0.35413919572940356	1.0
Tie1	0.92584485	1.9555156	0.3545266202956857	1.0
Timm29	0.92584485	2.2057567	0.3545266202956857	1.0
Pten	0.9249749	0.113682136	0.35497895377704203	1.0
Tmem238	0.924105	0.8834814	0.3554316513774334	1.0
Tmem165	0.9239807	0.33632213	0.35549635218431297	1.0
Ociad2	0.92385644	1.1854656	0.3555610604210324	1.0
Cd82	0.9231108	0.2892299	0.3559494658597886	1.0
Xiap	0.92286223	0.2636743	0.35607899377143626	1.0
Papd4	0.9221166	0.27544335	0.3564677557859759	1.0
Sigmar1	0.921371	0.3102682	0.35685678519481767	1.0
Shmt1	0.9206253	1.4404074	0.35724608196543317	1.0
Mis18bp1	0.9206253	2.678336	0.35724608196543317	1.0
Spns1	0.92050105	0.5850312	0.35731099075173967	1.0
Slc19a2	0.9201282	0.7499813	0.357505761663954	1.0
Bop1	0.9198797	0.8812771	0.3576356460649741	1.0
Col4a2	0.9196311	0.4055695	0.3577655601655253	1.0
Arsa	0.91950685	0.4272592	0.3578305283527391	1.0
BC022687	0.919134	4.6047792	0.35802547746027236	1.0
Nsmce1	0.91888547	0.28728878	0.35815548065198344	1.0
Polr1e	0.91888547	2.5707595	0.35815548065198344	1.0
Gm9625	0.91689706	2.39336	0.3591965750842274	1.0
Rbx1-ps	0.9166485	3.695181	0.3593268454815871	1.0
Phtf1	0.9166485	1.8364106	0.3593268454815871	1.0
Pus1	0.91639996	0.94452506	0.35945714556209707	1.0
Cbx2	0.91639996	3.5682597	0.35945714556209707	1.0
Sipa1l3	0.91639996	1.5347381	0.35945714556209707	1.0
Mfsd6	0.91590285	0.38058355	0.3597178347674125	1.0
Daxx	0.9155301	0.4518826	0.35991342958006134	1.0
Smg7	0.9149087	0.2671324	0.3602395693189172	1.0
Fam118b	0.91466016	1.651235	0.36037007714519853	1.0
Sdhaf3	0.91466016	3.448262	0.36037007714519853	1.0
Bnip1	0.91466016	1.8136189	0.36037007714519853	1.0
Paip2b	0.9144116	1.7896527	0.360500614644217	1.0
R3hcc1	0.91416305	2.2314303	0.3606311818146528	1.0
Gpn3	0.91416305	1.3011721	0.3606311818146528	1.0
Bnc2	0.91366595	1.416384	0.36089240516447896	1.0
Rexo4	0.9132931	1.0684881	0.36108840055444735	1.0
Dhdds	0.91316885	3.0711753	0.3611537471840418	1.0
Lce1k	0.91316885	2.1897273	0.3611537471840418	1.0
Fam174b	0.9129203	2.2058568	0.36128446269163383	1.0
Dkk3	0.91267174	0.8371414	0.3614152078626429	1.0
Chrna1	0.91267174	25.497894	0.3614152078626429	1.0
Hist1h4h	0.91267174	25.234215	0.3614152078626429	1.0
Sgo1	0.91267174	25.15519	0.3614152078626429	1.0
Steap1	0.91267174	25.136253	0.3614152078626429	1.0
Dcaf10	0.91254747	0.47335193	0.3614805915715079	1.0
Kat2a	0.9124232	1.7678161	0.3615459826957218	1.0
Gkn3	0.91217464	2.680758	0.3616767871895197	1.0
Boc	0.9119261	0.59214646	0.36180762134268085	1.0
Narf	0.9119261	3.001832	0.36180762134268085	1.0
Thap3	0.91167754	3.0070686	0.3619384851538464	1.0
Wwp2	0.9109319	1.6188763	0.3623312545217172	1.0
Oxsr1	0.9108076	0.91852653	0.36239674202999306	1.0
Lrwd1	0.9104348	2.0450628	0.3625932490318886	1.0
Grsf1	0.9099377	0.7951035	0.362855362141119	1.0
Lrp6	0.9099377	0.20030159	0.362855362141119	1.0
Fam76a	0.9077008	0.48709226	0.3640363384965777	1.0
Vps11	0.9077008	1.0859668	0.3640363384965777	1.0
Wdr55	0.9072037	1.2763404	0.36429910370029894	1.0
Maip1	0.90683085	1.0000366	0.364496255386205	1.0
Gm10263	0.9055881	1.3202362	0.3651539091206546	1.0
Lsg1	0.9054638	0.4986205	0.36521971522735774	1.0
Galnt3	0.9049667	2.1104891	0.36548301370551073	1.0
Ptcd3	0.90471816	0.7382189	0.3656147073728202	1.0
Ube2l6	0.9028541	0.48753405	0.36660335381246456	1.0
Stt3b	0.90260553	0.14236441	0.36673529917565206	1.0
Ubac1	0.9022327	0.95628834	0.36693327272776344	1.0
Gsr	0.90210843	0.4576814	0.36699927871299864	1.0
Atp7a	0.90198416	0.5294015	0.3670652920985169	1.0
Cul1	0.90198416	0.14566647	0.3670652920985169	1.0
Gm14681	0.9017356	1.8729317	0.36719734106964297	1.0
Pex14	0.90148705	1.4739816	0.36732941963961874	1.0
Fasn	0.90049285	0.51960975	0.3678580298774271	1.0
Ptpn3	0.8997472	1.2685461	0.36825479826850394	1.0
Gm9892	0.89900154	0.69134533	0.36865183293828185	1.0
Smpd2	0.89887726	1.1336931	0.36871803126849423	1.0
Sec61a1	0.898753	0.65734124	0.36878423699396967	1.0
Cebpz	0.898753	0.16114996	0.36878423699396967	1.0
Ylpm1	0.89850444	0.56869274	0.36891667062992395	1.0
Hsbp1l1	0.89838016	2.341878	0.3689828985400093	1.0
Actr6	0.8982559	1.315278	0.3690491338445704	1.0
Fbxo36	0.89788306	2.2704008	0.3692478841231329	1.0
Zufsp	0.89751023	1.2123215	0.3694467009448543	1.0
Zfp281	0.89751023	0.4698804	0.3694467009448543	1.0
Mapkap1	0.8963918	0.44672015	0.3700435506152224	1.0
Ctnnbip1	0.89577043	0.35170177	0.3703753924698068	1.0
Lzic	0.89564615	2.1129692	0.37044178301236275	1.0
Ube2d1	0.8952733	0.69937766	0.37064099897966263	1.0
Rfx7	0.8945277	0.9202584	0.3710396304242868	1.0
Utp3	0.8942791	0.2497141	0.37117256668058374	1.0
Prpf31	0.8940306	1.2598264	0.37130553248819065	1.0
Prr14l	0.8932849	1.6160535	0.37170460720238163	1.0
Gm16580	0.89316064	1.896751	0.37177114550756674	1.0
Nectin1	0.89303637	0.46163422	0.371837691198719	1.0
Ptges2	0.89266354	0.95501554	0.372037372585896	1.0
Rock1	0.8919179	0.1003789	0.37243693475319906	1.0
Zfp7	0.8919179	4.3675547	0.37243693475319906	1.0
Tmem50b	0.8917936	0.33636805	0.3725035542925397	1.0
Fam134b	0.8917936	0.6425053	0.3725035542925397	1.0
Nfatc3	0.89166933	2.0164013	0.3725701812155453	1.0
Ankrd27	0.89129657	1.5558127	0.37277010628444507	1.0
Zcchc2	0.89079946	1.2623651	0.37303677640147626	1.0
Lmnb1	0.89030236	0.400926	0.37330356463005687	1.0
Myg1	0.89030236	0.99392617	0.37330356463005687	1.0
Dlg3	0.8900538	2.1667068	0.37343700303191774	1.0
Efr3a	0.88992953	0.27589503	0.3735037333039928	1.0
Spice1	0.88980526	2.3341005	0.3735704709565455	1.0
Rab22a	0.889681	0.17088264	0.37363721598936095	1.0
Osbpl2	0.889681	0.625091	0.37363721598936095	1.0
Nfe2l1	0.8885625	0.1434584	0.3742382533610136	1.0
Man1b1	0.8881897	0.46995103	0.3744387319652285	1.0
Kif23	0.8881897	1.7688943	0.3744387319652285	1.0
Lars	0.8880654	0.29814968	0.3745055729218262	1.0
Tenm2	0.8879411	3.357721	0.37457242125565693	1.0
Uri1	0.88781685	0.5546344	0.3746392769665028	1.0
Safb	0.88781685	0.5030072	0.3746392769665028	1.0
Rbbp4	0.8875683	0.5592337	0.3747730105183642	1.0
Srrm2	0.8875683	0.15824893	0.3747730105183642	1.0
Atr	0.8870712	1.4482089	0.37504056613663206	1.0
Rmnd5b	0.8869469	1.0373197	0.37510747348044804	1.0
Zfp821	0.88669837	3.110432	0.3752413102936375	1.0
Hmcn1	0.8864498	1.2936362	0.3753751766060983	1.0
Aldh18a1	0.886077	0.5328562	0.37557603138205176	1.0
Ndc80	0.88582844	24.987932	0.37570997143494056	1.0
Mastl	0.88582844	25.06333	0.37570997143494056	1.0
Stil	0.88582844	25.12366	0.37570997143494056	1.0
Dnajb14	0.8855799	1.4213296	0.3758439409808897	1.0
Gcdh	0.8852071	2.8460565	0.3760449505953978	1.0
Nt5dc2	0.88508284	2.0882733	0.3761119685448291	1.0
Malsu1	0.88446146	0.29561147	0.37644716886635843	1.0
Kdm6a	0.8843372	0.92556685	0.37651423104396486	1.0
Gm8942	0.8842129	2.73853	0.3765813005921457	1.0
Aco1	0.8842129	1.2217871	0.3765813005921457	1.0
Wipf2	0.88408864	1.0404301	0.3766483775106749	1.0
Cdkn3	0.88396436	2.4427867	0.3767154617993267	1.0
Grem1	0.8838401	1.682802	0.37678255345787426	1.0
Csf3	0.883343	0.8298832	0.3770509937864881	1.0
Ero1l	0.8832187	0.4250068	0.3771181222911111	1.0
Mthfd2l	0.8832187	1.1471697	0.3771181222911111	1.0
Tbcc	0.8825973	1.825675	0.3774538753376455	1.0
Cdk13	0.8825973	0.6441633	0.3774538753376455	1.0
Tbc1d7	0.8823488	1.2919633	0.3775882281295859	1.0
Mgat5	0.8823488	2.2450867	0.3775882281295859	1.0
Hbb-bt	0.8822245	1.2191128	0.3776554155760662	1.0
Map2k3	0.88197595	0.14331633	0.37778981256889665	1.0
Abcf3	0.88147885	0.67214644	0.37805869494758615	1.0
Inf2	0.8812303	1.1143553	0.378193180329748	1.0
