names	scores	logfoldchanges	pvals	pvals_adj
Clic1	4.7063985	0.7238805	2.521312415511087e-06	0.00010449654316339905
Snrpb	4.6995635	0.75083405	2.6071807575083855e-06	0.00010784837949593595
Idh3b	4.6988177	1.4647007	2.616716239072064e-06	0.000108035858031134
Dnajc8	4.6967053	1.2587016	2.643915557219586e-06	0.00010895051264702771
Eef2	4.6867633	0.45957005	2.7755968460102605e-06	0.0001141589765636182
C1qbp	4.684402	1.3940417	2.8077836929380837e-06	0.0001152632571893765
Atp5d	4.6805496	0.6837055	2.8610693298470317e-06	0.00011722783688688227
Scd2	4.6799283	2.544677	2.869754151290521e-06	0.0001173609874788186
Dync1i2	4.679431	1.176148	2.876720215333289e-06	0.0001174234775230467
Apoe	4.676573	0.79073435	2.9170910185396115e-06	0.00011884669125155816
Prpf4b	4.670359	1.2835006	3.0067372581987035e-06	0.00012203849175993347
Cope	4.6627784	0.85191107	3.119687629842475e-06	0.00012638539397971587
Lsm7	4.6442614	2.2853026	3.4129519656615695e-06	0.00013749229812412363
Ubl5	4.6245017	0.69127274	3.754998737806338e-06	0.00015070945677593355
Stoml2	4.619779	2.1804605	3.8414836496757145e-06	0.00015370157932234775
Pdap1	4.619655	1.1672094	3.843785154173472e-06	0.00015370157932234775
Rpl9	4.6153054	0.3320433	3.9251756605342986e-06	0.0001566660222512331
Hnrnpa1	4.6103344	0.95538986	4.020216134230454e-06	0.0001601633339233177
Cetn3	4.607476	1.018761	4.075858979825786e-06	0.00016208107357528213
Hist1h4d	4.6021323	1.7515541	4.181872807438848e-06	0.0001659911388437997
Eif4a3	4.5939302	0.9125136	4.3497481665751376e-06	0.00017232994743285714
Psmc4	4.5935574	0.9660853	4.357530278254064e-06	0.00017232994743285714
Pcna	4.591569	1.4298549	4.399260685931353e-06	0.00017365530522998928
Tmsb10	4.591196	0.51722044	4.407127646275836e-06	0.00017365530522998928
Anp32b	4.5894566	1.39661	4.444018685496006e-06	0.0001747899735444722
Eny2	4.5810056	0.93181914	4.627452148852784e-06	0.00018134405490050485
Tmem167	4.568951	1.0457091	4.901711596780617e-06	0.0001917439465747896
Sugt1	4.567584	1.2961617	4.933778327505103e-06	0.00019264932265066487
Cbx1	4.5581393	1.6225508	5.160882862968564e-06	0.00020079088947762202
Rps24	4.552174	0.32923654	5.309438708313546e-06	0.00020582892285209048
Ola1	4.540741	1.6433326	5.605692001926401e-06	0.000216924206805729
Mrpl28	4.5360184	1.8603734	5.7326195457397605e-06	0.00022117388362715307
Phf5a	4.535894	1.3755431	5.735996611457682e-06	0.00022117388362715307
Psmc3	4.532663	0.9634857	5.824471682277008e-06	0.00022418505710411306
Mgst3	4.528686	1.7876174	5.935157909119359e-06	0.00022803890521639556
Ndufs5	4.523964	1.6903324	6.069213169201186e-06	0.00023277534629229343
Eif3l	4.516383	0.9526187	6.290485318188865e-06	0.0002404078751781454
Bgn	4.516383	1.3256062	6.290485318188865e-06	0.0002404078751781454
Rbp1	4.4820833	1.7189908	7.391790434787853e-06	0.0002815007598913124
Vps36	4.480468	1.5374324	7.4479666360791e-06	0.0002831407457268592
Pabpc1	4.468786	0.36927965	7.866483503658386e-06	0.0002985254451572856
Idh3g	4.466922	1.2360684	7.935314262890318e-06	0.0003006091945238432
Egr1	4.460832	1.4739016	8.164196380065618e-06	0.0003087381653848632
Naa10	4.4577255	2.1235554	8.283390808080696e-06	0.0003126980030050463
Ubald2	4.447535	2.0412316	8.686134165072679e-06	0.0003261907739589815
Copz1	4.4413214	1.2359114	8.94082218556226e-06	0.000335172176133413
Krt27	4.4291425	28.453316	9.46085873584365e-06	0.00035405255231034995
Tuba1b	4.426781	0.87823284	9.564971802881063e-06	0.00035732947428998406
Nfil3	4.423674	1.6610639	9.70363112000631e-06	0.0003618834313891127
Rpl14	4.4205675	0.35204098	9.8442092897646e-06	0.0003664931227480811
Polr2f	4.411495	1.2084748	1.0265917251270192e-05	0.00038087964124858633
Sh3bgrl3	4.4092584	1.8486362	1.0372521159301465e-05	0.00038351686539862416
Naa38	4.4080157	2.531165	1.0432201501778287e-05	0.00038506414876563855
Uqcrfs1	4.4052815	0.86934257	1.0564654615614608e-05	0.00038928769132246796
Arf5	4.4013047	0.8334655	1.0760183681373405e-05	0.0003958171145347461
Rpl13	4.3991923	0.2817747	1.0865459101125655e-05	0.00039833252694500217
Eif3g	4.3991923	0.8437835	1.0865459101125655e-05	0.00039833252694500217
Timm17a	4.3909903	1.0589768	1.1283571289232353e-05	0.0004129595844888037
Psma5	4.388256	0.7054952	1.1426323394041515e-05	0.00041747648231393983
Cstb	4.379184	0.5581412	1.1912454351389396e-05	0.0004337700283466294
Spcs2	4.3727217	0.80272764	1.2270711242377508e-05	0.0004460630771997601
Aurkaip1	4.3571873	1.8334299	1.3174447683754117e-05	0.000478110670311433
Lrrfip1	4.3563175	1.5919085	1.3226890400502354e-05	0.00047920846378867
Ctsc	4.353335	2.588053	1.3408210068582852e-05	0.0004849639531171014
Yme1l1	4.352589	1.1241823	1.345390910259294e-05	0.0004858031091175407
Tspan6	4.3513465	2.7510545	1.3530404511505578e-05	0.00048774962373445736
Tardbp	4.348861	1.3666574	1.3684641792888489e-05	0.0004908512794582078
Lsm8	4.34389	1.6146302	1.399816219873754e-05	0.0005004342986048671
Eif4h	4.337179	0.9835709	1.4432296434169134e-05	0.000515101780004982
Ap2s1	4.3368063	1.1930251	1.4456787681074146e-05	0.0005151244495007162
Sf3b2	4.335688	1.1741683	1.4530499450860186e-05	0.0005168979812890017
Lsm4	4.332954	1.4969676	1.4712195609234696e-05	0.0005225007233391526
Hist1h1e	4.3319597	2.175407	1.4778802501343994e-05	0.0005240044046166188
Cwc15	4.329474	1.2615246	1.4946580036615746e-05	0.0005290844307059734
Lap3	4.3256216	2.3500555	1.5210229188073769e-05	0.0005375359719444793
Nop10	4.3246274	0.6731306	1.5278984059268125e-05	0.0005385075530719057
Wdr1	4.321148	1.202394	1.5521967013823623e-05	0.0005458726933705105
Adam10	4.316177	1.684026	1.5875484234279745e-05	0.0005573972862939879
Rps10	4.3143125	0.41637588	1.6010021431415007e-05	0.0005612084298190653
Vdac2	4.3128214	0.9567401	1.6118432972445535e-05	0.0005640929062787948
Actg1	4.3115788	0.61052155	1.6209310094691024e-05	0.0005663553930010732
Psenen	4.3033767	1.212579	1.6821461058096677e-05	0.0005867945212075631
Ranbp1	4.3006425	0.7930929	1.7030362286945728e-05	0.0005931235691322889
Glrx5	4.2985296	1.1002098	1.7193476816463032e-05	0.0005978401689176912
2010111I01Rik	4.2980328	2.106725	1.7232072488057142e-05	0.0005982188765829869
Cbx3	4.297287	1.6343932	1.7290120827866144e-05	0.0005986456347927828
Hsp90ab1	4.297163	0.34116828	1.729981364843683e-05	0.0005986456347927828
Psmb4	4.288588	0.7726014	1.7981266545638452e-05	0.0006212311816319537
Lmo4	4.281877	1.6539979	1.8532338056434254e-05	0.0006389411380771599
Rbm8a	4.2816286	1.0003603	1.8553053932958793e-05	0.0006389411380771599
Psmb2	4.280013	0.639848	1.8688245774018112e-05	0.000642572119424161
Adgrg1	4.274048	1.947295	1.919558960444511e-05	0.0006589671960711975
Rrm2	4.2680826	27.999054	1.9716034652231533e-05	0.000675759263881961
Dek	4.264727	1.149178	2.001466192705549e-05	0.0006838237262514386
Emp2	4.2612476	1.1081525	2.0328896346305186e-05	0.0006934626521418134
Son	4.2571464	0.6340571	2.0705275411196916e-05	0.0007044685226042139
Rpl8	4.2570224	0.36369383	2.0716783765742407e-05	0.0007044685226042139
Pclaf	4.241239	5.2023644	2.2228898914767615e-05	0.000753514308110796
Nudt21	4.2398725	2.0249722	2.2364700716419372e-05	0.0007557448866504594
Bcas2	4.237884	0.9803924	2.2563640940967503e-05	0.0007612760919348614
Srp19	4.230676	1.3247864	2.3299010364421623e-05	0.0007836378984407415
Nap1l1	4.224711	0.73884755	2.3924782906261766e-05	0.0008021860827560719
Lce1f	4.212283	1.7264318	2.5280215700261718e-05	0.0008463189110321724
Ssrp1	4.2110405	1.7205307	2.5419705916881385e-05	0.0008483581296185777
Pgls	4.209425	1.2503349	2.560213793060773e-05	0.0008531280313821185
Dad1	4.208555	0.5737517	2.57008856736527e-05	0.0008550989589386483
Prelid1	4.2047024	1.7952471	2.6142568017371187e-05	0.0008684561095370708
Nol7	4.196749	1.3384796	2.7077370107852926e-05	0.0008967510011332335
Dnajc19	4.1906595	1.3493474	2.7814470857235765e-05	0.0009197517139667563
Myh9	4.18805	1.2897218	2.813617660402781e-05	0.000927149406654427
Anp32e	4.178356	1.1050429	2.9362328300384448e-05	0.0009635573784045614
Coro1b	4.1706514	0.90683997	3.037301994875691e-05	0.000993703969323497
Smc1a	4.1697817	1.22637	3.0489185308433524e-05	0.0009959954286913844
Tmem258	4.1653075	0.75380826	3.10933068774152e-05	0.0010141960353535141
Ndufv1	4.155987	1.2799873	3.238862390940874e-05	0.0010532643916805163
Cacybp	4.1498976	0.9320342	3.326241138183734e-05	0.001076814466218911
Rtraf	4.149152	0.7971707	3.337093183505513e-05	0.0010770979538331023
Gsto1	4.146169	1.7716322	3.380838608028991e-05	0.0010895887770622388
S100a14	4.141571	1.0565085	3.449348170874814e-05	0.0011100115507257805
Ndufa13	4.1367245	0.64021045	3.522987305348019e-05	0.001132021798874699
Siva1	4.136103	1.8462694	3.532535481811814e-05	0.0011334032490157876
Gjb2	4.1313806	2.1734817	3.60590889462555e-05	0.0011552283495793695
Cks2	4.1192017	2.5439465	3.801871561715631e-05	0.0012162046315870461
Eif2s1	4.105283	0.79083914	4.038201776189284e-05	0.0012898948365866155
Nhp2	4.098075	0.7073435	4.166001347802435e-05	0.0013287513604593498
Prkcsh	4.082168	1.4543394	4.461753118906064e-05	0.001416803457302039
Ssna1	4.065142	1.6766208	4.8003152227583804e-05	0.0015153977573833582
1110004F10Rik	4.0578103	0.9795455	4.953500614747892e-05	0.0015614735587481934
Dph3	4.05694	1.1871848	4.9719796215729704e-05	0.001565013935402699
Pfdn6	4.0407844	1.3463192	5.327268048372998e-05	0.001674406098522826
Selenow	4.032334	0.42944887	5.522564655320057e-05	0.0017307509231106822
Vmp1	4.031215	1.1874801	5.5489153165161696e-05	0.001736488817819328
Mki67	4.0299726	3.9346976	5.5783335101967216e-05	0.0017431686756248597
Sec11a	4.0277357	0.8343276	5.631658936625816e-05	0.001757289182349151
Ybx1	4.027363	0.6061619	5.6405933190924816e-05	0.0017575372516473876
Ndufa5	4.018664	0.7898703	5.8529137344042757e-05	0.0018184455577984393
Fnbp1l	4.011207	1.7005973	6.040905399934969e-05	0.001871467292694344
Hsd17b10	4.0046206	1.4395858	6.211707133883289e-05	0.001921624529254181
Copb2	3.9969156	0.89714944	6.417314825873713e-05	0.0019823902580127476
1810022K09Rik	3.9895835	1.01627	6.618942197352886e-05	0.002041754555249155
Pdia6	3.9852338	0.73127586	6.741369486545265e-05	0.002076553371226418
Nsa2	3.9824998	1.1551032	6.819417250395556e-05	0.0020976022320198183
Hnrnpdl	3.9747949	0.7888625	7.043995739110084e-05	0.002157460992831263
Suclg1	3.9679596	1.3699268	7.249058216213464e-05	0.002217123428650104
Ccdc12	3.9641073	1.3823248	7.367113975573291e-05	0.002246865707267713
Ndufb6	3.9596334	1.7238228	7.506492668166002e-05	0.0022853023288396837
Igbp1	3.9593847	1.3327329	7.5143085883211e-05	0.0022853023288396837
Sf3b5	3.9500642	0.9703033	7.81302350934303e-05	0.0023710707638153567
Pam16	3.9496913	1.5833831	7.825202551046988e-05	0.0023710707638153567
Mrps16	3.949567	1.8718901	7.829266218683598e-05	0.0023710707638153567
Atp5g3	3.9483244	0.6535557	7.870012774786571e-05	0.0023800726308958885
F11r	3.946336	1.1528873	7.935624531726279e-05	0.002396558608581336
Gm9843	3.9421105	0.75948966	8.076770432669707e-05	0.002435777988165321
Stk17b	3.940495	1.8841558	8.13136248670222e-05	0.0024488216202979227
Sae1	3.93366	1.872407	8.366211591914033e-05	0.0025125397344116793
Slc30a1	3.927819	3.5436215	8.57196595376324e-05	0.002568517364962107
Noct	3.9276948	1.5597006	8.576395221310977e-05	0.002568517364962107
Vdac3	3.916013	1.1749631	9.002539958168002e-05	0.002692407829871491
Snrpc	3.915143	1.3949007	9.0350616209171e-05	0.002698396757682751
Edf1	3.9129062	0.6398636	9.119199084239614e-05	0.002719763340137928
Rnd3	3.9090536	1.0786884	9.265839834962634e-05	0.0027596866145703195
Reep4	3.9059467	2.09159	9.38571778792306e-05	0.002789133427120024
Fam103a1	3.9018457	1.5511235	9.546200483828024e-05	0.002831471250649705
Tsg101	3.8973718	1.0742457	9.724226200130814e-05	0.002880318468304865
Smc3	3.8925252	1.3592951	9.920622626901538e-05	0.0029304514963431586
Hmgn5	3.8917794	2.282234	9.951167795756555e-05	0.002935458554832941
Top2a	3.889791	5.1154485	0.00010033056208568019	0.002951550173182687
Ufm1	3.88482	1.1860989	0.00010240569021547765	0.0030044104195962075
Ewsr1	3.881216	1.0146765	0.00010393541811986328	0.003045152623422263
Cops4	3.8804705	1.3992493	0.0001042545945237975	0.00305036512134466
Anapc11	3.878358	0.91310227	0.00010516395848680149	0.00307280832964209
Tceal8	3.8761208	1.0318801	0.00010613497040079765	0.00309698975116814
Bet1	3.8741324	2.5566878	0.00010700518875848673	0.003117145639577668
Avpi1	3.873884	0.72433686	0.00010711443822380538	0.003117145639577668
Tpm4	3.8654332	0.57054836	0.00011089216211334291	0.0032184065275717923
Chd4	3.8645635	0.68600595	0.00011128810150460497	0.0032255623836093088
Cdc123	3.8640664	1.2303834	0.00011151495095721663	0.0032267671309157975
Hnrnpd	3.8638177	0.94567126	0.00011162853919298388	0.0032267671309157975
Anapc13	3.8543727	1.1527305	0.00011602666309398372	0.0033438799135225255
Rpa3	3.8541243	2.590861	0.00011614458088926477	0.0033438799135225255
Rars	3.8445551	1.2032325	0.00012077131490796781	0.0034724567281061904
Mrpl35	3.8433125	1.5023918	0.00012138478347608127	0.0034843539925524833
Paics	3.8430638	1.0846434	0.00012150782922206363	0.0034843539925524833
Fkbp4	3.8397086	1.3699449	0.00012318049855493087	0.0035276346224093133
Smim7	3.8382173	0.80083483	0.0001239308537826182	0.00354442241818288
Scd1	3.8327491	1.0486926	0.00012671918301004138	0.003616420629623063
Trappc4	3.832625	1.091465	0.00012678323607764823	0.003616420629623063
Crot	3.820943	5.633618	0.00013294236936567695	0.0037771376075171875
Arpc3	3.8174634	0.5463219	0.00013483081901599452	0.003825758048636491
Dnajc7	3.8148537	1.837236	0.0001362637112036626	0.003861341622074392
Krtcap2	3.811001	0.6353061	0.00013840517477864528	0.00391688458583917
Srsf6	3.80516	1.3465352	0.00014171246474551565	0.0040052320042538204
Ccl8	3.7989464	1.8749013	0.0001453124915711014	0.00410161128169254
Spint2	3.7982008	1.2251327	0.00014575023615520964	0.004108596409007104
Ift20	3.7908685	0.8128498	0.00015012136799017942	0.004226298173418441
Cuta	3.7898743	0.91536915	0.00015072347826690865	0.004237724044553852
Ndufs7	3.787886	1.1696376	0.0001519345256715848	0.004266218742297179
Fkbp3	3.7868917	1.3283997	0.00015254347878660107	0.004277754983687113
Mrpl57	3.7863946	1.4947551	0.00015284881620706843	0.004280758091257105
Cisd1	3.7836607	1.6020607	0.00015453848167872822	0.004322473361254894
Ndufb9	3.782915	0.77618915	0.000155002341712488	0.0043298390227655284
Tsn	3.7755828	1.2423407	0.00015963396421147548	0.0044534576088092895
Id3	3.7745886	0.6883888	0.00016027191585790815	0.0044654857795094335
Tmem147	3.7734702	1.2090117	0.00016099247886537345	0.004479781696056713
Tmed9	3.771606	0.7429619	0.00016220019550952812	0.00450757892102605
Prpf40a	3.7712333	0.76889604	0.00016244275957898752	0.004508517361939688
Ociad1	3.7703633	0.8005036	0.0001630100704024112	0.004518455006674281
Ostc	3.765268	0.71653455	0.00016637050438563438	0.004599792959281695
Cdc40	3.7598	1.9411539	0.00017004926609433707	0.004694155138777011
Cyc1	3.7595515	0.903984	0.00017021828711445374	0.004694155138777011
Arpc5	3.7584329	0.6251429	0.00017098083909306296	0.0047091699726230975
Map1lc3b	3.756569	0.51737946	0.00017225890366964004	0.004738326760431258
Ndufa8	3.7511008	1.1556846	0.00017605992335710085	0.004824444067322181
Hbb-bs	3.7481182	1.5920867	0.00017816631080342003	0.004875976107957223
Nxf1	3.7469997	0.8266541	0.0001789622977720674	0.0048915606275851285
Plec	3.7433958	1.3296467	0.00018154995045053203	0.004956015271906875
Psmd14	3.7427745	0.89364713	0.00018199963745920805	0.004962017893505908
Ddx39	3.7315896	1.5095344	0.00019027525717245638	0.005174576357839862
Vdac1	3.7246304	0.82178074	0.00019560166456015373	0.0053112936946565
Snx5	3.7220206	0.95598906	0.00019763494666779174	0.0053504169929637834
Ghitm	3.7218962	0.5814139	0.00019773226325128971	0.0053504169929637834
Fcf1	3.7171738	1.0350428	0.00020146383263098115	0.005444566380476566
Ufc1	3.7114573	1.0616292	0.00020606951215017396	0.005562073719823383
Chmp5	3.7109601	1.0650363	0.00020647464547507888	0.00556605121066589
Tkt	3.7105873	0.9298282	0.00020677898630224963	0.00556730505140209
Isyna1	3.7098417	1.6613648	0.00020738893244116516	0.005576773621671331
Gm6477	3.708723	1.1255829	0.00020830702098285998	0.005594494408063302
Rps20	3.705865	0.20673035	0.00021067061984379637	0.005650944961847323
Srp72	3.7051191	0.9224758	0.0002112913402402044	0.005660563163531928
Ccdc34	3.704622	2.6853256	0.00021170610758934171	0.005664646816823613
Dpy30	3.701888	1.7367288	0.00021400102892556337	0.005711896437070074
S100a4	3.6984084	2.4500055	0.00021695563029745004	0.005783608549398566
Polr2h	3.6971657	1.9332829	0.00021802009579802078	0.005804818654212901
Romo1	3.6934373	0.66940635	0.0002212429885299254	0.00588337420114123
Hspa14	3.6889634	2.3015294	0.00022516949586531327	0.005980424261032853
Surf4	3.688342	0.9889801	0.00022571998917041508	0.00598325442644026
Mrpl51	3.6882179	1.160492	0.00022583023931592702	0.00598325442644026
Slc35b1	3.685111	1.1335325	0.00022860297598294274	0.006049294191666278
Mtap	3.6821284	2.3325799	0.00023129483662218857	0.00611303477011373
Flg	3.67927	2.4657292	0.0002339024260492363	0.006174394970270366
Sf3b6	3.674672	0.68050677	0.0002381552032038342	0.006278980833675692
Vps28	3.6735535	0.8667761	0.00023920057682430516	0.006298851287033196
Nabp2	3.6655998	2.3545108	0.0002467594385963486	0.006489983626809934
Lamtor5	3.663363	0.9596897	0.00024892539814126984	0.00653898554995674
Fkbp1a	3.6622446	0.5214798	0.00025001505284387947	0.00655962944843
Nxt1	3.6617475	1.7629169	0.0002505007784321037	0.006564397219277203
Polr1d	3.6605046	0.5655877	0.0002517189673039531	0.0065883244375687985
Timm13	3.6578948	0.72413254	0.0002542952709899709	0.006647697078070752
Atp5g2	3.6501899	2.238523	0.0002620465146360954	0.006822299918339391
Tecr	3.649817	0.63812405	0.0002624271364359733	0.006822299918339391
Eif2s2	3.6496928	0.36490855	0.0002625541255101206	0.006822299918339391
Blmh	3.6485744	0.9983788	0.0002636996225613134	0.0068356133853138545
Tpi1	3.6460888	0.8457388	0.0002662619677063901	0.0068937585955444625
Psmd12	3.6409936	0.8055106	0.00027158791384592943	0.007023230926557071
Tsc22d1	3.6315486	0.8252785	0.000281725461529647	0.007276672118193382
Supt16	3.629809	1.2962395	0.00028363115484749687	0.007317141608867384
Pdcd10	3.6271992	0.75110984	0.00028651235394369515	0.007382650666713854
Cd44	3.6268263	0.60081613	0.00028692618522649447	0.007384501928004404
Ywhae	3.6250865	0.44983765	0.00028886481294353145	0.007425545126059137
1110008P14Rik	3.6224766	1.5080235	0.00029179577511787675	0.0074919692890847945
Mrpl36	3.6071908	1.5097845	0.00030952991185116517	0.007937861504278158
Gm10095	3.5945148	1.6069311	0.00032499651903763734	0.008314750990023344
Ube2b	3.5876799	0.5780279	0.0003336336239207013	0.008525622297419768
Nudc	3.5866857	1.2171767	0.0003349076771594333	0.008548063206741896
Igfbp7	3.5772407	1.0005723	0.00034724030481851626	0.008841933846634694
Mob4	3.5756252	0.8223212	0.0003493919128086016	0.0088844456734874
Txndc9	3.5752523	0.9003734	0.0003498902055017206	0.0088844456734874
Tsen34	3.5748796	1.7361517	0.00035038916283087893	0.0088844456734874
Cdk1	3.5747552	5.4421086	0.0003505556297786906	0.0088844456734874
Bax	3.5717726	0.9596765	0.00035457309719944344	0.00897572905958685
Raly	3.5661802	0.72184193	0.0003622221541871961	0.009158621751011857
Sqle	3.5639434	1.1464685	0.0003653247601835714	0.009226266136425564
Emc4	3.5631979	1.4399842	0.00036636447180292577	0.009241714999580113
Polr3k	3.5622036	1.8911464	0.0003677550579075523	0.009265968454373134
Bsg	3.5613337	0.48467746	0.0003689758672348892	0.009285892658744712
Mpc2	3.5581026	0.74571574	0.00037354355230109526	0.00938990212437433
Pfdn1	3.5461721	0.90006644	0.0003908707705520338	0.009814037847127982
Msn	3.542071	0.78058195	0.00039699846091291967	0.009956315640525754
Bzw2	3.5351117	1.0869387	0.0004076027827776637	0.010210402422874819
H2-Aa	3.5346146	2.7596605	0.0004083702702877278	0.010217774329458756
Syf2	3.528028	0.8425262	0.0004186677448832459	0.010451205335565235
Uck2	3.5249212	1.435129	0.0004236087559687326	0.010562337029599125
Ptprf	3.521193	1.5491616	0.0004296098368917387	0.010699613850061492
Acot7	3.5205717	3.2875354	0.0004306177009553877	0.01071235946627844
Sdf2	3.511251	0.6638001	0.00044600302887692493	0.011082328426397515
Ppp2r5c	3.5055344	1.2851796	0.00045569161365459126	0.011297071198213077
Rps26-ps1	3.503546	1.5762275	0.00045910734232491813	0.011368698214245365
Ufsp2	3.5024276	1.7014381	0.0004610391733722892	0.01140345804195629
Thrap3	3.4963381	0.89814186	0.0004716906541214107	0.01165356555428332
Ascc3	3.494474	1.2185395	0.00047499692671911317	0.01172183844416664
Ubl4a	3.4923613	1.119755	0.0004787701639425562	0.011801465924670794
Xrn2	3.4898758	0.7957206	0.00048324505512493314	0.011884636076665924
Snhg6	3.4866447	0.711539	0.0004891207416106093	0.012001800197270325
Psma6	3.4854019	0.6957795	0.0004913983087864642	0.012043999638622157
Csnk2a1	3.4765785	0.98758453	0.0005078556371145877	0.012410871277651373
Cenpa	3.4765785	3.0983002	0.0005078556371145877	0.012410871277651373
Acin1	3.4657667	1.1725237	0.0005287221147380182	0.012900222173489295
